,N°ordre,PPN,TITRE,RESUME,INDEX_UNI_AFE,INDEX_AFE,INDEX_UNI_MCR,INDEX_MCR,INDEX_UNI_JMF,INDEX_JMF,INDEX_UNI_LPL,INDEX_LPL,INDEX_UNI_LJZ,INDEX_LJZ,INDEX_UNI_MPD,INDEX_MPD,embedding_chains,embeddings_autorites
74,48,257504990,La nouvelle économique,"Planification écologique, écosocialisme... autant de mots d'ordre qui remettent en cause le privilège de la classe dominante de décider par ses choix d'investissement de la trajectoire de toute une société. Autant de mots d'ordre qui s'opposent à la logique de la maximisation du profit qui a simultanément conduit à l'explosion des inégalités sociales et à la crise écologique. Autant de mots d'ordre qui appellent à repenser la place de la coordination des échanges économiques dans une société post-capitaliste et les relations coopératives entre les peuples du monde. Dans cette perspective, le défi auquel nous faisons face aujourd'hui consiste à trouver un calcul économique en mesure d'incorporer correctement à la fois les besoins sociaux et les contraintes environnementales. C'est à partir de ce double impératif que La nouvelle économique, l'ouvrage classique de l'économiste soviétique Evgueni Preobrajensky portant sur les débuts de la planification socialiste, s'avère un guide théorique d'une actualité frappante. Il s'agit là d'un ouvrage important, à la fois pour l'histoire de la transition (avortée) au socialisme après la révolution russe et comme première esquisse théorique d'un modèle de socialisme. Michel Husson, Pierre Naville et Ernest Mandel situent l'ouvrage dans ce double contexte historique et théorique.","606$3092468845$aSocialisme et écologie
606$3050356461$aÉconomie de l'environnement$3027743993$xPlanification",Socialisme et écologie;;Économie de l'environnement -- Planification,"606 $3092468845$aSocialisme et écologie
606 $3050547496$aInégalité sociale",Socialisme et écologie;;Inégalité sociale,"606$3027794644$aPlanification économique$302726470X$zHistoire
606$3027479358$aPolitique économique$3027332519$yURSS ",Planification économique -- Histoire;;Politique économique -- URSS,"606$302757699X$aEconomie marxiste‎$3027332519$yURSS‎$3027794687$z1900-1945
606$305054750X$aSocialisme$302726470X$xHistoire
606$3027261891$aIdées politiques",Économie marxiste -- URSS -- 1900-1945;;Socialisme -- Histoire;;Idées politiques,"606$3148171303$aVie soutenable
606$3092468845$aSocialisme et écologie
606$3050356461$aÉconomie de l'environnement$3027743993$xPlanification",Vie soutenable ;;Socialisme et écologie;;Économie de l'environnement -- Planification,"606$3050547496$aInégalité sociale
606$3092468845$aSocialisme et écologie
606$3027428087$aCapitalisme -- Analyse marxiste",Inégalité sociale;;Socialisme et écologie;;Capitalisme -- Analyse marxiste,"['Économie sociale et solidaire', ""Économie de l'environnement"", 'Sociologie économique', 'Économie collaborative', 'Économie politique -- Aspect moral', 'Économie politique -- Aspect psychologique']","['Économie sociale et solidaire', ""Économie de l'environnement"", 'Sociologie économique', 'Économie collaborative', 'Économie politique', 'Aspect moral', 'Économie politique', 'Aspect psychologique']"
75,71,257936432,Justice numérique,"La 4e de couv. indique :""Expression ambiguë, le terme de ""justice numérique"" renvoie aux transformations que fait subir au monde judiciaire l'avènement de la vie en réseau et l'abandon progressif des supports matériels au profit de l'électronique et de l'information en ligne. Elle désigne également l'impact sur la justice du recours aux technologies les plus avancées, à l'heure où l'exploitation d'immenses quantités de données par des algorithmes d'apprentissage automatique permet de déceler des modèles statistiques et de formuler des prédictions. Cet ouvrage présente un état des lieux de la transition numérique de la justice, envisagée sous les deux formes principales qu'elle prend à l'heure actuelle : la dématérialisation des procédures, d'une part, et l'appropriation de l'intelligence artificielle par le recours aux algorithmes d'aide à la décision, d'autre part.""","606$3234719648$aJustice prédictive
606$3031390366$aProcessus judiciaire$3027234886$xInformatique",Justice prédictive;;Processus judiciaire -- Informatique,"606 $3 181048019$aE-justice$3027940373$xApprentissage automatique
606 $3027262243$aJustice$3027808351$xRéorganisation$3027234541$xIntelligence artificielle",E-justice -- Apprentissage automatique;;Justice -- Réorganisation -- Intelligence artificielle,"606$3137302029$aTélécommunications en justice
606$3181048019$aE-justice
606$3234719648$aJustice prédictive ",Télécommunications en justice;;E-justice;;Justice prédictive,"606$3027234541$aIntelligence artificielle$3027466868$xDroit
606$3181048019$aE-justice
606$3130730173$aActes juridiques électroniques
",Intelligence artificielle -- Droit;;E-justice;;Actes juridiques électroniques,"606$3234719648$aJustice prédictive 
606$3181048019$aE-justice
606$3027466868$aDroit$3027234886$xInformatique",Justice prédictive;;E-justice;;Droit -- Informatique,"606$3234719648$aJustice prédictive‎$3027226794$yFrance‎
606$3181048019$aE-justice‎$3027226794$yFrance‎",Justice prédictive -- France;;E-justice -- France,"['E-justice', 'Justice prédictive', 'Algorithmes -- Droit', 'Justice -- Automatisation', 'Procédure civile -- Numérisation', 'Société numérique -- Droit']","['E-justice', 'Justice prédictive', 'Algorithmes', 'Droit', 'Justice', 'Automatisation', 'Procédure civile', 'Numérisation', 'Société numérique', 'Droit']"
76,69,258740043,"Freud, le temps de la neurologie : présentation et traduction des textes de 1884 à 1886","À l'heure où le projet psychanalytique est questionné dans ses fondements scientifiques et concurrencé dans son approche de la psyché humaine par le développement des neurosciences, Thierry Longé montre que le jeune Freud était engagé dans les courants scientifiques les plus novateurs de son époque. Il présente et restitue les textes, publiés entre 1884 et 1886, et jusque-là inédits en français, qui en témoignent. En effet, la psychanalyse est née dans ce terreau fertile d'une science neurologique en pleine mutation, et au moment même où les énigmes se déchiffraient les unes après les autres, permettant de concevoir un schéma cohérent de l'appareil neuro-cérébral. C'est en s'y adossant un temps pour mieux s'en détacher sans l'oublier jamais que Freud construit son propre appareil psychique. L'auteur redonne de la valeur à la continuité qu'on aurait volontiers tendance à disqualifier au profit de la rupture dans l'émergence de cette science nouvelle. Il insiste sur la dimension critique du geste freudien de penser avec et de penser contre.",606$317129209X$aPsychanalyse et neurosciences,Psychanalyse et neurosciences,"606 $3027241505$aPsychanalyse
606 $3027241041$aNeuropsychologie",Psychanalyse;;Neuropsychologie,"606$3056563906$aNeurosciences 
606$3027241505$aPsychanalyse ",Neurosciences ;;Psychanalyse,"606$a027241009$aNeurologie‎$3027794059$z19e siècle‎
606$317129209X$aPsychanalyse et neurosciences$3027794059$z19e siècle‎",Neurologie -- 19e siècle;;Psychanalyse et neurosciences --19e siècle,"606$3027241505$aPsychanalyse$302726470X$zHistoire
606$317129209X$aPsychanalyse et neurosciences
606$3028727975$aPsychanalyse et sciences",Psychanalyse -- Histoire;;Psychanalyse et neurosciences;;Psychanalyse et sciences,"606$a027241009$aNeurologie‎$3027794059$z19e siècle‎
606$317129209X$aPsychanalyse et neurosciences$3027794059$z19e siècle‎",Neurologie -- 19e siècle;;Psychanalyse et neurosciences -- 19e siècle,"['Psychanalyse -- Histoire', 'Épistémologie de la psychanalyse', 'Psychanalyse', 'Inconscient -- Psychanalyse', 'Débats et controverses -- Sciences', 'Sexualité -- Psychanalyse']","['Psychanalyse', 'Histoire', 'Épistémologie de la psychanalyse', 'Psychanalyse', 'Inconscient', 'Psychanalyse', 'Débats et controverses', 'Sciences', 'Sexualité', 'Psychanalyse']"
77,77,261199609,"Grosse, et alors  : connaître et combattre la grossophobie","Bien qu'il semble concerner davantage les femmes, le phénomène de la grossophobie touche tout le monde. L'aversion envers les personnes grosses et les préjugés nocifs qu'on leur associe à tort sont à la base de discriminations volontaires ou non. Grosse, et alors? permet une meilleure sensibilisation aux enjeux liés à cette question. Du grand public aux autorités, sans oublier les émetteurs des nombreux messages auxquels nous sommes exposés quotidiennement, il est possible, en en prenant conscience, de diminuer les biais hostiles qui visent les personnes grosses. Lutter contre la grossophobie ne signifie pas faire l'apologie de l'obésité. C'est trouver une cohabitation proportionnelle des corps différents en taille et en silhouette, à l'image de la société.","606$3243043341$aGrossophobie
606$3152964118$aSurpoids$302743138X$xPréjugés
606$3027243834$aObésité$302743138X$xPréjugés",Grossophobie;;Surpoids -- Préjugés;;Obésité -- Préjugés,606 $3243043341$aGrossophobie$3027803465$xDiscrimination,Grossophobie -- Discrimination,"606$3243043341$aGrossophobie
606$3027243834$aObésité$302743138X$xPréjugés ",Grossophobie;;Obésité -- Préjugés,"606$3243043341$aGrossophobie
606$302975657X$aObèses$3027803465$xDiscrimination
606$302743138X$aPréjugés
",Grossophobie;;Obèses -- Discrimination;;Préjugés,"606$3243043341$aGrossophobie
606$3027315967$aBeauté corporelle$302743138X$xPréjugés
606$3027276937$aAffirmation de soi",Grossophobie;;Beauté corporelle -- Préjugés;;Affirmation de soi,"606 ##‎$3243043341Grossophobie‎
606 ##‎$3027803465Discrimination",Grossophobie;;Discrimination,"['Grossophobie', 'Obésité -- Aspect social', 'Discrimination', 'Obésité', 'Normes sociales', 'Théorie du care']","['Grossophobie', 'Obésité', 'Aspect social', 'Discrimination', 'Obésité', 'Normes sociales', 'Théorie du care']"
78,2,261643614,"Dans les prisons d'Angers : sous la Terreur, 1793-1794","1793-1794. La Terreur sévit dans tout le pays et particulièrement dans la Vendée militaire, en un déferlement d'actes de cruauté cuationné par les autorités de la Révolution. Si, depuis deux siècles, beaucoup a été écrit sur les affres de la guerre de Vendée, qui se souvient, dans la douceur de la capitale angevine, qu'Angers fut l'un des épicentres de cette féroce répression? Qui garde en mémoire le sort de ces milliers de prisonniers entassés dans des geôles alors établies dans des lieux familiers des Angevins d'aujourd'hui, puis laissés pour morts ou exécutés? 'Brigands de Vendeée', 'ennemis de la République' ou simples suspects: un système d'extermination impitoyable s'est abattu sur eux en quelques mois. Les mouroirs des prisons étant saturés, il fallut aux autorités locales imaginer des solutions autres que la guillotine, au rendement jugé insuffisant, pour se débarrasser de ces détenus encombrants. Et puis la Terreur s'arrêta, le silence se fit à Angers.. jusqu'à aujourd'hui.","606$3027666751$aAngers, Massacres d' (1793-1794)
606$302734861X$aGuerre de Vendée (1793-1800)$3027805239$xPrisonniers et prisons
606$3027805239$aPrisonniers et prisons$3027228754$yAngers (Maine-et-Loire)$3028693027$z1789-1799 (Révolution)","Angers, Massacres d' (1793-1794);;Guerre de Vendée (1793-1800) -- Prisonniers et prisons;;Prisonniers et prisons -- Angers (Maine-et-Loire) -- 1789-1799 (Révolution)","606 $3027666751$aAngers, Massacres d' (1793-1794)$3027529177$xPrisonniers
606 $302734861X$aGuerre de Vendée (1793-1800)$3027242528$xRépression politique$3027228754$yAngers (Maine-et-Loire)
606 $3027266192$aPrisons$3027529177$xPrisonniers$3027462919$xAtrocités","Angers, Massacres d' (1793-1794) -- Prisonniers;;Guerre de Vendée -- Répression politique -- Angers (Maine-et-Loire);;Prisons -- Prisonniers -- Atrocités","606$302734861X$aGuerre de Vendée (1793-1800)$3029755379$xPrisonniers et prisons des Français$3027228754$yAngers (Maine-et-Loire)
606$3027666751$aAngers, Massacres d' (1793-1794)","Guerre de Vendée (1793-1800) -- Prisonniers et prisons des Français -- Angers (Maine-et-Loire);;Angers, Massacres d' (1793-1794)","606$302734861X$aGuerre de Vendée (1793-1800)
606$3040765113$aPrisons$3027228754$aAngers
606$a027666751$aAngers, Massacres d' (1793-1794)","Guerre de Vendée (1793-1800);;Prisons -- Angers  ;;Angers, Massacres d'(1793-1794)","606$3027266192$aPrisons$3027255131$yVendée$3028693027$z1789-1799 (Révolution)
606$302734861X$aGuerre de Vendée (1793-1800)$3027462919$xAtrocités",Prisons -- Vendée -- 1789-1799 (Révolution);;Guerre de Vendée (1793-1800) -- Atrocités,"606$302734861X$aGuerre de Vendée (1793-1800)$3027805239$xPrisonniers et prisons 
606$3027866327$aGuerre de Vendée (1793-1800) -- Atrocités$3027228754$yAngers (Maine-et-Loire)
606 $3027666751$aAngers, Massacres d' (1793-1794)$3027529177$xPrisonniers","Guerre de Vendée (1793-1800) -- Prisonniers et prisons ;;Guerre de Vendée (1793-1800) -- Atrocités -- Angers (Maine-et-Loire);;Angers, Massacres d' (1793-1794) -- Prisonniers","['Prisons', 'Prisons -- Histoire', 'Prisonniers', 'Colonnes infernales (Guerre de Vendée ', ' 1793-1794)', 'Guerre de Vendée (1793-1800) -- Atrocités']","['Prisons', 'Prisons', 'Histoire', 'Prisonniers', 'Colonnes infernales (Guerre de Vendée ', ' 1793-1794)', 'Guerre de Vendée (1793-1800)', 'Atrocités']"
79,67,262267888,"Ce que les GAFAM font aux médias africains : enjeux socioéconomiques, éditoriaux et politiques de l'infomédiation","Cet ouvrage s'intéresse aux relations qu'entretiennent les GAFAM (Google, Apple, Facebook, Amazon, Microsoft) et les médias en Afrique. Il aborde tout d'abord les réseaux sociaux numériques comme terrains d'amplification et de transformation de diffusion de l'information et questionne leur utilisation pour la diffusion de fausses informations et la remise en cause de la légitimité des médiateurs traditionnels de l'information. Il se consacre ensuite aux relations entretenues sur les plans éditorial, socioéconomique et sociotechnique par les plateformes et les médias, et y observe un certain opportunisme des médias et une domination des plateformes. Enfin, il s'intéresse au rôle joué par l'État à travers la régulation et les nouvelles lois qui intègrent les médias numériques mais mettent aussi en lumière les difficultés liées à l'implémentation d'un véritable cadre régulatoire","606$322354065X$aGéants du web$3027791246$xInfluence$3027218546$yAfrique
606$3035763566$aMédias numériques$3028457625$xLégislation$3027218546$yAfrique",Géants du web -- Influence -- Afrique;;Médias numériques -- Législation -- Afrique,"606 $322354065X$aGéants du Web$3095826009$xPolitique de l'information
606 $3033308322$aRéseaux sociaux$3027581802$xDésinformation$3034181156$xResponsabilité sociétale",Géants du Web -- Politique de l'information;;Réseaux sociaux -- Désinformation -- Responsabilité sociétale,"606$322354065X$aGéants du Web$3027218546$yAfrique 
606$3164859640$aMédias sociaux$3027218546$yAfrique  
606$3035763566$aMédias numériques$3027237524$xObjectivité ",Géants du Web -- Afrique ;;Médias sociaux -- Afrique  ;;Médias numériques -- Objectivité,"606$322354065X$aGéants du web$3027791246$xInfluence$3027218546$yAfrique
606$3035763566$aMédias numériques$3027466868$xDroit$3027218546$yAfrique
606$3095826009$aPolitique de l'information$3027218546$yAfrique",Géants du web -- Influence -- Afrique;;Médias numériques -- Droit -- Afrique;;Politique de l'information -- Afrique,"606$322354065X$aGéants du web$3027791246$xInfluence$3027218546$yAfrique
606$3$3035763566$aMédias numériques$3027702448$xObjectivité$3027218546$yAfrique
606$3035763566$aMédias numériques$3027791246$xInfluence$3027218546$yAfrique",Géants du web -- Influence -- Afrique;;Médias numériques -- Objectivité -- Afrique;;Médias numériques -- Influence -- Afrique,"606$322354065X$aGéants du web$3027218546$yAfrique
606 $3033308322$aRéseaux sociaux$3027581802$xDésinformation$3027218546$yAfrique
606$3035763566$aMédias numériques$3028457625$xLégislation$3027218546$yAfrique",Géants du web -- Afrique;;Réseaux sociaux -- Désinformation -- Afrique;;Médias numériques -- Législation -- Afrique,"['Politique des médias', 'Médias', 'Médias numériques', 'Médias et politique', 'Médias -- Histoire', 'Journalisme électronique']","['Politique des médias', 'Médias', 'Médias numériques', 'Médias et politique', 'Médias', 'Histoire', 'Journalisme électronique']"
80,83,262760606,Une portion du présent : les normes et rituels sociaux comme sites d'intervention architecturale,"Comment l'architecture et l'urbanisme peuvent-ils mieux aborder les changements de nos réalités ? Comment les notions élargies de travail, d'obsession, d'agentivité, de propriété, de cycle de vie et de famille façonnent-elles nos modes de vie ? Une ""portion du présent"" décrit la situation actuelle et met en lumière le besoin d'une nouvelle spatialité pour abriter la formation de nouvelles relations sociales.","606$3050585398$aUrbanisme et société
606$3027219771$aArchitecture et société",Urbanisme et société;;Architecture et société,606 $3027254925$aUrabnisme$3027228983$xArchitecture$3027410587$xRelations humaines,Urbanisme -- Architecture -- Relations humaines,"606$302725545X$aNormes sociales$3027228983$xArchitecture 
606$3027254925$aUrbanisme$3027790088$xAspect social
606$3027229025$aProjets d'architecture$3027790088$xAspect social",Normes sociales -- Architecture ;;Urbanisme -- Aspect social;;Projets d'architecture -- Aspect social,606$3027219771$aArchitecture et société,Architecture et société,"606$3050585398$aUrbanisme et société
606$3027594181$aArchitecture$xFacteurs humains
606$3027219771$aArchitecture et société",Urbanisme et société;;Architecture -- Facteurs humains;;Architecture et société,"606$3027254925$aUrbanisme$3027228983$xArchitecture$3027410587$xRelations humaines
606$3050585398$aUrbanisme et société
606$3027219771$aArchitecture et société",Urbanisme -- Architecture -- Relations humaines;;Urbanisme et société;;Architecture et société,"['Urbanistes', 'Espaces publics', 'Aménagement du territoire -- Aspect social', 'Sociologie urbaine', 'Urbanisme -- Étude et enseignement', 'Embourgeoisement (urbanisme)']","['Urbanistes', 'Espaces publics', 'Aménagement du territoire', 'Aspect social', 'Sociologie urbaine', 'Urbanisme', 'Étude et enseignement', 'Embourgeoisement (urbanisme)']"
81,93,263439038,"Jouer, rêver, inventer... : la créativité à l'oeuvre dans les lieux accueillant le jeune enfant","Quelle place tient la créativité dans les structures d’accueil du jeune enfant ? Comment, et à quelles conditions s’exprime-t-elle, se décline-t-elle dans le quotidien des équipes ? Comment les professionnelles peuvent-elles inventer leurs modalités de travail et leurs « outils », dans une rencontre entre le cadre externe et leur inventivité propre ? Comment accompagnent-elles le déploiement de la créativité de l’enfant, à cet âge où il crée le monde par ses expériences ? Comment soutiennent-elles ces enfants qui semblent ne pas trouver d’élan créatif, ne pas jouer, ne pas inventer, imaginer ? Ainsi les autrices approfondissent le thème de la créativité au sens large, sans se restreindre au domaine de la création artistique. Elles s’appuient à la fois sur le développement de l’enfant et sur l’analyse du positionnement des professionnelles pour mieux comprendre certaines problématiques rencontrées au jour le jour dans les structures de la petite enfance. Alternant propos théoriques, vignettes cliniques et témoignages, elles rendent hommage à la création et à la créativité de ces artistes du quotidien qui accueillent les jeunes enfants mais aussi aux auteurs et cliniciens qui ont nourri leur pratique et leur réflexion","606$3029949904$aPersonnel de la petite enfance$3027246159$xMéthodes pédagogiques
606$303440497X$aPetite enfance$3027286584$xCréativité
606$3027335461$aCréativité (éducation)$3027323315$xGarderies$3027226794$yFrance
",Personnel de la petite enfance -- Méthodes pédagogiques;;Petite enfance -- Créativité;;Créativité (éducation) -- Garderies -- France,"606 $3027286584$aCréativité$3033201811$xÉducation de la première enfance
606 $a027218295$aActivités d'éveil$3029949904$xPersonnel de la petite enfance",Créativité -- Éducation de la première enfance;;Activités d'éveil -- Personnel de la petite enfance,"606$3027277879$aActivités créatrices et manuelles$308789825X$xMaisons ouvertes (première enfance)
606$3027335461$aCréativité (éducation)$303440497X$xPetite enfance  
606$3033201811$aÉducation de la première enfance",Activités créatrices et manuelles -- Maisons ouvertes (première enfance);;Créativité (éducation) -- Petite enfance  ;;Éducation de la première enfance,"606‎$3027286584$aCréativité‎$316719402X$xChez l'enfant
606$3027335461$aCréativité (éducation)
606$3033201811$aÉducation de la première enfance",Créativité -- Chez l'enfant;;Créativité (éducation);;Éducation de la première enfance,"606$3027286584$aCréativité$316719402X$xChez les enfants
606$3027335461$aCréativité (éducation)
606$3033201811$aÉducation de la première enfance",Créativité -- Chez les enfants;;Créativité (éducation);;Éducation de la première enfance,"606‎$3027286584$aCréativité‎$316719402X$xChez l'enfant
606$3033201811$aÉducation de la première enfance
606$3029949904$aPersonnel de la petite enfance$3027246159$xMéthodes pédagogiques",Créativité -- Chez l'enfant;;Éducation de la première enfance;;Personnel de la petite enfance -- Méthodes pédagogiques,"[""Créativité -- Chez l'enfant"", 'Activités créatrices et manuelles -- Activités créatrices et manuelles', 'Garderies', 'Éducation de la première enfance', 'Petite enfance -- Politique publique', 'Créativité (éducation)']","['Créativité', ""Chez l'enfant"", 'Activités créatrices et manuelles', 'Activités créatrices et manuelles', 'Garderies', 'Éducation de la première enfance', 'Petite enfance', 'Politique publique', 'Créativité (éducation)']"
82,42,263487784,La décroissance et ses déclinaisons : pour sortir des clichés et des généralités,"Décroissance. Depuis que ce terme est entré dans le débat public il y a environ vingt ans, que d'idées reçues, de clichés et de malentendus. Chez les adversaires, mais aussi parfois chez les partisans de la décroissance. L'objet de ce livre, dans sa première partie, est de les cartographier et d'y répondre. Il convient ainsi d'assumer une définition de la décroissance au plus près de son sens ordinaire de « décrue » : il s'agit bien d'une diminution du domaine de l'économie au profit de celui de la «vie sociale », ce qui suppose de rompre avec tout un imaginaire porté par l'idéologie de la croissance. C'est pourquoi, dans la deuxieme partie, les auteurs proposent d'ouvrir seize axes de mise en pratique concrète de la décroissance, seize déclinaisons permettant de mieux appréhender ce qu'est, et ce que n'est pas, la décroissance. C'est alors tout un monde qui s'ouvre à des imaginaires et à des perspectives enthousiasmantes, faisant sortir la décroissance du temps des généralités, et permettant du même coup aux décroissants d'espérer explorer ces perspectives avec tous ces compagnons de route qui les défrichent déjà.","606$3085160679$aDécroissance soutenable$3027519511$xOpinion publique
606$3085160679$aDécroissance soutenable$3027789713$xPrévisions",Décroissance soutenable -- Opinion publique;;Décroissance soutenable -- Prévisions,606 $3085160679$aDécroissance soutenable$302743138X$xPréjugés$3 027310337$xConcept,Décroissance soutenable -- Préjugés -- Concept,"606$3085160679$aDécroissance soutenable
606$3153707798$aSimplicité volontaire ",Décroissance soutenable;;Simplicité volontaire,"606$3085160679$aDécroissance soutenable$3050665391$z2000-….
606$3225382482$aProductivisme$3050665391$z2000-….",Décroissance soutenable -- 2000-….;;Productivisme -- 2000-….,"606$3085160679$aDécroissance soutenable
606$3153707798$aSimplicité volontaire",Décroissance soutenable ;;Simplicité volontaire,"606‎$3085160679$aDécroissance soutenable
606‎$302743138X$aPréjugés",Décroissance soutenable;;Préjugés,"['Décroissance soutenable', 'Développement économique -- Aspect social', 'Changement social', 'Sécurité du revenu', 'Morale sociale', 'Simplicité volontaire']","['Décroissance soutenable', 'Développement économique', 'Aspect social', 'Changement social', 'Sécurité du revenu', 'Morale sociale', 'Simplicité volontaire']"
83,31,263926400,Mielvaque,"Si la Corrèze a déjà donné deux présidents de la République à la France, son député Mielvaque pourrait bien, grâce à ce livre, grimper au troisième rang des hommes politiques les plus célèbres du département. Élu, invalidé, réélu, Mielvaque déserte assidûment les bancs du Palais Bourbon et du conseil général. Car il a un souci bien plus préoccupant et pressant : la guerre hispano-américaine qui vient d'éclater à Cuba menace la fortune de sa femme, son éventuelle réélection, et même toute son existence. Ne pouvant rien contre le cours de l'Histoire, ruiné, il renoue avec ses crapuleries de jeunesse et est bientôt rattrapé par le scandale. Riche d'une iconographie abondante et souvent inédite, Mielvaque, Imposteur déchu de la IIIe République est le troisième tome de la trilogie qui retrace le parcours romanesque de ce personnage hors du commun et, dans un épilogue faustien, raconte la chute et la fin du personnage machiavélique et néanmoins si attachant qu'a été Michel Mielvaque.","606$3027260690$aCorruption politique$3027226794$yFrance
606$3028536517$aScandales publics$3027226794$yFrance",Corruption politique -- France;;Scandales publics -- France,"606$3027245772$aParlementaires$3027297772$yCorrèze$3077318714sz1800-....
6006$3027245772$aParlementaires$3027741974$xEscrocs et escroqueriess3029608333$xScandales",Parlementaires -- Corrèze -- 1800-....;;Parlementaires -- Escrocs et escroqueriess -- Scandales,"606$3027245772$aParlementaires$3027297772$yCorrèze (France)$3027794903$z1870-1914
606$3027233936$aHommes politiques$3027359468$yFrance$z1870-1940 (3e République)
606$3027483738$aGuerre hispano-américaine (1898) ",Parlementaires -- Corrèze (France) -- 1870-1914;;Hommes politiques -- France -- 1870-1940 (3e République);;Guerre hispano-américaine (1898),"606$3027741974$aEscrocs et escroqueries‎$3027226794$yFrance‎$3077318714$z1800-....
606$3027233936$aHommes politiques$3027226794$yFrance‎$3077318714$z1800-....",Escrocs et escroqueries -- France -- 1800-....;;Hommes politiques -- France -- 1800-....,"606$3027728110$aPolitique et gouvernement$3027226794$yFrance$3027794059$z19e siècle
606$3027728110$aPolitique et gouvernement$3027226794$yFrance$3086305646$z20e siècle",Politique et gouvernement -- France -- 19e siècle;;Politique et gouvernement -- France -- 20e siècle,"606$3027233936$aHommes politiques027297772$yCorrèze (France)$3027794059$z19e siècle‎
606$3027359468$aFrance -- 1870-1940 (3e République)
606‎$3027741974$aEscrocs et escroqueriess‎$3027226794$yFrance‎$3027794059$z19e siècle‎
",Hommes politiques -- Corrèze (France) -- 19e siècle;;France -- 1870-1940 (3e République);;Escrocs et escroqueriess -- France -- 19e siècle,"['Présidents', 'Pouvoir exécutif', 'Hommes politiques', 'Présidents -- Attitude', 'Candidats à la présidence', 'Bonapartisme']","['Présidents', 'Pouvoir exécutif', 'Hommes politiques', 'Présidents', 'Attitude', 'Candidats à la présidence', 'Bonapartisme']"
84,9,265476585,"L'EPS au ministère de l'Éducation nationale : 1981-2021 : transformations disciplinaires, mutations professionnelles, enjeux militants","Le retour de l’EPS au sein du ministère de l’Éducation nationale en mai 1981 constitue un épisode souvent évoqué dans l’histoire de la discipline. Après quarante années passées dans une institution marquée par de nombreux changements, un bilan s’impose. Il s’agit d’analyser et de comprendre le processus d’intégration et ses effets sur le temps long, le rôle des enseignants d’EPS et des militants syndicaux dans les évolutions et transformations survenues. Ce livre est le résultat d’une journée d’études, de réflexions et de débats initiée par le SNEP qui s’est déroulée au département STAPS de l’Université de Créteil le 7 octobre 2021. Les articles qui le composent alternent les regards croisés d’acteurs et de chercheurs. Ils sont organisés selon six thématiques : la formation des enseignants, l’évolution de la leçon, la place du sport en EPS et de l’EPS dans le sport, l’exercice du métier, le statut des enseignants, le rôle du syndicalisme. Cette articulation de l’histoire et de la mémoire offre l’opportunité de proposer plusieurs grilles de lectures utiles afin de se saisir de la complémentarité des approches. Elle souligne le rôle majeur des acteurs sans lesquels l’action de toute institution reste artificielle. À sa lecture, on découvre au prisme de l’EPS, que ces quarante dernières années ont été faites d’engagements, de controverses, de débats qui ont nourri et accompagné une période de mutations sociales, scolaires et disciplinaires.","606$3027278662$aÉducation physique et sportive$302722679$yFrance$302726470X$zHistoire 
606027725731$aProfesseurs d'éducation physique et sportive$3027791017$xFormation
606027725731$aProfesseurs d'éducation physique et sportive$3027742997$xMilitantisme
",Éducation physique et sportive -- France -- Histoire ;;Professeurs d'éducation physique et sportive -- Formation;;Professeurs d'éducation physique et sportive -- Militantisme,"606 $3027278662$xÉducation physique et sportive$3027789853$xEtude et enseignement
606 $3027725731$xProfesseurs d'éducation physique et sportive$3027684237$xaStatut social",Éducation physique et sportive -- Étude et enseignement;;Professeurs d'éducation physique et sportive -- Statut social,"606$3027725731$aProfesseurs d'éducation physique et sportive$3027791017$xFormation
606$3027278662$aÉducation physique et sportive$3027789853$xÉtude et enseignement$302726470X$zHistoire
606$3028706870$aSports scolaires$3027226794$yFrance",Professeurs d'éducation physique et sportive -- Formation;;Éducation physique et sportive -- Étude et enseignement -- Histoire;;Sports scolaires -- France,"606$3027278662$aÉducation physique et sportive$3027851907$yFrance$302887966X$z1970-….
606$3027278662$aÉducation physique et sportive$3027789853$xÉtude et enseignement$3027851907$yFrance$302887966X$z1970-….",Éducation physique et sportive -- France -- 1970-….;;Éducation physique et sportive -- Étude et enseignement -- France -- 1970-….,"606$3027278662$aÉducation physique et sportive$3027226794$yFrance
606$3027725731$aProfesseurs d'éducation physique et sportive $3027226794$yFrance
",Éducation physique et sportive -- France;;Professeurs d'éducation -- France,"606‎$3027278662$aÉducation physique et sportive‎$3027789853$xÉtude et enseignement‎$3027226794$yFrance‎$302887966X$z1970-....
606‎$3027278662$aÉducation physique et sportive‎$3028693264$xPolitique publique‎$3027226794$yFrance‎$302887966X$z1970-....",Éducation physique et sportive -- Étude et enseignement -- France -- 1970-....;;Éducation physique et sportive -- Politique publique -- France -- 1970-....,"['Politique et éducation', 'Éducation', 'Éducation et État', ""Sociologie de l'éducation"", 'Éducation à la citoyenneté', 'Éducation -- Histoire']","['Politique et éducation', 'Éducation', 'Éducation et État', ""Sociologie de l'éducation"", 'Éducation à la citoyenneté', 'Éducation', 'Histoire']"
